"hr_id","animal_id","species","sex","year","month","season","n_pts","n_days"
"08821_MD19F0330_2021_07","MD19F0330","Mule Deer","F",2021,7,"Summer",371,30.9166666666667
"09714_MD19F0587_2020_02","MD19F0587","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"09715_MD19F0587_2020_07","MD19F0587","Mule Deer","F",2020,7,"Summer",343,30.9166666666667
"09716_MD19F0587_2021_02","MD19F0587","Mule Deer","F",2021,2,"Winter",333,27.9159722222222
"09717_MD19F0587_2021_07","MD19F0587","Mule Deer","F",2021,7,"Summer",366,30.9166666666667
"08854_MD19F0340_2020_02","MD19F0340","Mule Deer","F",2020,2,"Winter",58,28.4993055555556
"08855_MD19F0340_2020_07","MD19F0340","Mule Deer","F",2020,7,"Summer",52,30.5
"08856_MD19F0340_2021_02","MD19F0340","Mule Deer","F",2021,2,"Winter",56,27.5006944444444
"08857_MD19F0340_2021_07","MD19F0340","Mule Deer","F",2021,7,"Summer",62,30.4993055555556
"10559_MD19M0216_2020_02","MD19M0216","Mule Deer","M",2020,2,"Winter",347,28.9166666666667
"10560_MD19M0216_2020_07","MD19M0216","Mule Deer","M",2020,7,"Summer",325,30.9166666666667
"10561_MD19M0216_2021_02","MD19M0216","Mule Deer","M",2021,2,"Winter",333,27.9166666666667
"10562_MD19M0216_2021_07","MD19M0216","Mule Deer","M",2021,7,"Summer",366,30.9166666666667
"09720_MD19F0588_2020_02","MD19F0588","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"09721_MD19F0588_2020_07","MD19F0588","Mule Deer","F",2020,7,"Summer",336,30.9166666666667
"09722_MD19F0588_2021_02","MD19F0588","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"09723_MD19F0588_2021_07","MD19F0588","Mule Deer","F",2021,7,"Summer",370,30.9166666666667
"10516_MD19M0203_2020_02","MD19M0203","Mule Deer","M",2020,2,"Winter",348,28.9166666666667
"10517_MD19M0203_2020_07","MD19M0203","Mule Deer","M",2020,7,"Summer",355,30.9166666666667
"10518_MD19M0203_2021_02","MD19M0203","Mule Deer","M",2021,2,"Winter",332,27.9166666666667
"10519_MD19M0203_2021_07","MD19M0203","Mule Deer","M",2021,7,"Summer",369,30.9166666666667
"10124_MD19M0059_2020_02","MD19M0059","Mule Deer","M",2020,2,"Winter",328,28.9166666666667
"10125_MD19M0059_2020_07","MD19M0059","Mule Deer","M",2020,7,"Summer",341,30.9159722222222
"10126_MD19M0059_2021_02","MD19M0059","Mule Deer","M",2021,2,"Winter",327,27.9166666666667
"10127_MD19M0059_2021_07","MD19M0059","Mule Deer","M",2021,7,"Summer",365,30.9166666666667
"09016_MD19F0385_2020_02","MD19F0385","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"09017_MD19F0385_2020_07","MD19F0385","Mule Deer","F",2020,7,"Summer",346,30.9166666666667
"09018_MD19F0385_2021_02","MD19F0385","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"09019_MD19F0385_2021_07","MD19F0385","Mule Deer","F",2021,7,"Summer",372,30.9166666666667
"09690_MD19F0579_2020_02","MD19F0579","Mule Deer","F",2020,2,"Winter",333,28.9166666666667
"09691_MD19F0579_2020_07","MD19F0579","Mule Deer","F",2020,7,"Summer",334,30.9166666666667
"09692_MD19F0579_2021_02","MD19F0579","Mule Deer","F",2021,2,"Winter",334,27.9166666666667
"09693_MD19F0579_2021_07","MD19F0579","Mule Deer","F",2021,7,"Summer",372,30.9166666666667
"10196_MD19M0088_2020_02","MD19M0088","Mule Deer","M",2020,2,"Winter",346,28.9166666666667
"10197_MD19M0088_2020_07","MD19M0088","Mule Deer","M",2020,7,"Summer",345,30.9166666666667
"10198_MD19M0088_2021_02","MD19M0088","Mule Deer","M",2021,2,"Winter",333,27.9166666666667
"10199_MD19M0088_2021_07","MD19M0088","Mule Deer","M",2021,7,"Summer",368,30.9166666666667
"09091_MD19F0411_2020_02","MD19F0411","Mule Deer","F",2020,2,"Winter",332,28.9166666666667
"09092_MD19F0411_2020_07","MD19F0411","Mule Deer","F",2020,7,"Summer",324,30.9166666666667
"09093_MD19F0411_2021_02","MD19F0411","Mule Deer","F",2021,2,"Winter",306,27.8333333333333
"08735_MD19F0303_2020_02","MD19F0303","Mule Deer","F",2020,2,"Winter",332,28.9166666666667
"08736_MD19F0303_2020_07","MD19F0303","Mule Deer","F",2020,7,"Summer",331,30.9166666666667
"08737_MD19F0303_2021_02","MD19F0303","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"08738_MD19F0303_2021_07","MD19F0303","Mule Deer","F",2021,7,"Summer",371,30.9166666666667
"09099_MD19F0413_2020_02","MD19F0413","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"09100_MD19F0413_2020_07","MD19F0413","Mule Deer","F",2020,7,"Summer",346,30.9166666666667
"09101_MD19F0413_2021_02","MD19F0413","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"09102_MD19F0413_2021_07","MD19F0413","Mule Deer","F",2021,7,"Summer",371,30.9166666666667
"10291_MD19M0127_2020_02","MD19M0127","Mule Deer","M",2020,2,"Winter",332,28.9166666666667
"10292_MD19M0127_2020_07","MD19M0127","Mule Deer","M",2020,7,"Summer",344,30.9166666666667
"10293_MD19M0127_2021_02","MD19M0127","Mule Deer","M",2021,2,"Winter",224,24.5826388888889
"10294_MD19M0127_2021_07","MD19M0127","Mule Deer","M",2021,7,"Summer",329,28.6666666666667
"09155_MD19F0431_2020_02","MD19F0431","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"09156_MD19F0431_2020_07","MD19F0431","Mule Deer","F",2020,7,"Summer",344,30.9166666666667
"09157_MD19F0431_2021_02","MD19F0431","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"09158_MD19F0431_2021_07","MD19F0431","Mule Deer","F",2021,7,"Summer",348,30.9173611111111
"08900_MD19F0351_2020_02","MD19F0351","Mule Deer","F",2020,2,"Winter",345,28.9166666666667
"08901_MD19F0351_2020_07","MD19F0351","Mule Deer","F",2020,7,"Summer",345,30.9166666666667
"08902_MD19F0351_2021_02","MD19F0351","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"08903_MD19F0351_2021_07","MD19F0351","Mule Deer","F",2021,7,"Summer",367,30.9166666666667
"09803_MD19F0615_2020_02","MD19F0615","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"09804_MD19F0615_2020_07","MD19F0615","Mule Deer","F",2020,7,"Summer",346,30.9166666666667
"09805_MD19F0615_2021_02","MD19F0615","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"09806_MD19F0615_2021_07","MD19F0615","Mule Deer","F",2021,7,"Summer",371,30.9166666666667
"09649_MD19F0569_2020_02","MD19F0569","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"09650_MD19F0569_2020_07","MD19F0569","Mule Deer","F",2020,7,"Summer",334,30.9166666666667
"09651_MD19F0569_2021_02","MD19F0569","Mule Deer","F",2021,2,"Winter",336,27.9159722222222
"09652_MD19F0569_2021_07","MD19F0569","Mule Deer","F",2021,7,"Summer",370,30.9166666666667
"08916_MD19F0355_2020_02","MD19F0355","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"08917_MD19F0355_2020_07","MD19F0355","Mule Deer","F",2020,7,"Summer",342,30.9166666666667
"08918_MD19F0355_2021_02","MD19F0355","Mule Deer","F",2021,2,"Winter",309,27.9166666666667
"07822_MD19F0031_2019_02","MD19F0031","Mule Deer","F",2019,2,"Winter",320,27.6666666666667
"07823_MD19F0031_2019_07","MD19F0031","Mule Deer","F",2019,7,"Summer",349,30.9166666666667
"07824_MD19F0031_2020_02","MD19F0031","Mule Deer","F",2020,2,"Winter",325,28.9166666666667
"07825_MD19F0031_2020_07","MD19F0031","Mule Deer","F",2020,7,"Summer",347,30.9166666666667
"07826_MD19F0031_2021_02","MD19F0031","Mule Deer","F",2021,2,"Winter",279,27.9166666666667
"07827_MD19F0031_2021_07","MD19F0031","Mule Deer","F",2021,7,"Summer",371,30.9166666666667
"08244_MD19F0165_2020_02","MD19F0165","Mule Deer","F",2020,2,"Winter",335,28.9166666666667
"08245_MD19F0165_2020_07","MD19F0165","Mule Deer","F",2020,7,"Summer",335,30.9166666666667
"08246_MD19F0165_2021_02","MD19F0165","Mule Deer","F",2021,2,"Winter",293,27.9166666666667
"08247_MD19F0165_2021_07","MD19F0165","Mule Deer","F",2021,7,"Summer",314,30.9166666666667
"08606_MD19F0272_2020_02","MD19F0272","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"08607_MD19F0272_2020_07","MD19F0272","Mule Deer","F",2020,7,"Summer",344,30.9166666666667
"08608_MD19F0272_2021_02","MD19F0272","Mule Deer","F",2021,2,"Winter",334,27.9166666666667
"08609_MD19F0272_2021_07","MD19F0272","Mule Deer","F",2021,7,"Summer",362,30.9166666666667
"09728_MD19F0595_2020_02","MD19F0595","Mule Deer","F",2020,2,"Winter",335,28.9159722222222
"09729_MD19F0595_2020_07","MD19F0595","Mule Deer","F",2020,7,"Summer",338,30.1666666666667
"09730_MD19F0595_2021_02","MD19F0595","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"09731_MD19F0595_2021_07","MD19F0595","Mule Deer","F",2021,7,"Summer",371,30.9166666666667
"09297_MD19F0470_2020_02","MD19F0470","Mule Deer","F",2020,2,"Winter",344,28.9166666666667
"09298_MD19F0470_2020_07","MD19F0470","Mule Deer","F",2020,7,"Summer",336,30.9166666666667
"09299_MD19F0470_2021_02","MD19F0470","Mule Deer","F",2021,2,"Winter",121,24.5833333333333
"09300_MD19F0470_2021_07","MD19F0470","Mule Deer","F",2021,7,"Summer",224,23.25
"09838_MD19F0625_2020_02","MD19F0625","Mule Deer","F",2020,2,"Winter",346,28.9166666666667
"09839_MD19F0625_2020_07","MD19F0625","Mule Deer","F",2020,7,"Summer",326,30.9173611111111
"09840_MD19F0625_2021_02","MD19F0625","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"09841_MD19F0625_2021_07","MD19F0625","Mule Deer","F",2021,7,"Summer",257,30.6666666666667
"09808_MD19F0616_2020_02","MD19F0616","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"09809_MD19F0616_2020_07","MD19F0616","Mule Deer","F",2020,7,"Summer",333,30.9159722222222
"09810_MD19F0616_2021_02","MD19F0616","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"09811_MD19F0616_2021_07","MD19F0616","Mule Deer","F",2021,7,"Summer",372,30.9166666666667
"09203_MD19F0446_2020_02","MD19F0446","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"09204_MD19F0446_2020_07","MD19F0446","Mule Deer","F",2020,7,"Summer",333,30.9166666666667
"09205_MD19F0446_2021_02","MD19F0446","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"09206_MD19F0446_2021_07","MD19F0446","Mule Deer","F",2021,7,"Summer",360,30.9173611111111
"08421_MD19F0215_2020_02","MD19F0215","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"08422_MD19F0215_2020_07","MD19F0215","Mule Deer","F",2020,7,"Summer",346,30.9166666666667
"08423_MD19F0215_2021_02","MD19F0215","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"08424_MD19F0215_2021_07","MD19F0215","Mule Deer","F",2021,7,"Summer",370,30.9166666666667
"10067_MD19M0031_2020_02","MD19M0031","Mule Deer","M",2020,2,"Winter",347,28.9166666666667
"10068_MD19M0031_2020_07","MD19M0031","Mule Deer","M",2020,7,"Summer",332,30.9166666666667
"10069_MD19M0031_2021_02","MD19M0031","Mule Deer","M",2021,2,"Winter",336,27.9166666666667
"10070_MD19M0031_2021_07","MD19M0031","Mule Deer","M",2021,7,"Summer",337,30.9166666666667
"09301_MD19F0471_2020_02","MD19F0471","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"09302_MD19F0471_2020_07","MD19F0471","Mule Deer","F",2020,7,"Summer",348,30.9166666666667
"09303_MD19F0471_2021_02","MD19F0471","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"09304_MD19F0471_2021_07","MD19F0471","Mule Deer","F",2021,7,"Summer",368,30.9166666666667
"09174_MD19F0436_2020_02","MD19F0436","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"09175_MD19F0436_2020_07","MD19F0436","Mule Deer","F",2020,7,"Summer",328,30.9166666666667
"09176_MD19F0436_2021_02","MD19F0436","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"09177_MD19F0436_2021_07","MD19F0436","Mule Deer","F",2021,7,"Summer",362,30.9166666666667
"09579_MD19F0554_2020_02","MD19F0554","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"09580_MD19F0554_2020_07","MD19F0554","Mule Deer","F",2020,7,"Summer",346,30.9166666666667
"09581_MD19F0554_2021_02","MD19F0554","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"09582_MD19F0554_2021_07","MD19F0554","Mule Deer","F",2021,7,"Summer",365,30.9166666666667
"08601_MD19F0271_2020_02","MD19F0271","Mule Deer","F",2020,2,"Winter",332,28.9166666666667
"08602_MD19F0271_2020_07","MD19F0271","Mule Deer","F",2020,7,"Summer",345,30.9166666666667
"08603_MD19F0271_2021_02","MD19F0271","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"08604_MD19F0271_2021_07","MD19F0271","Mule Deer","F",2021,7,"Summer",367,30.9166666666667
"10050_MD19M0027_2020_02","MD19M0027","Mule Deer","M",2020,2,"Winter",347,28.9166666666667
"10051_MD19M0027_2020_07","MD19M0027","Mule Deer","M",2020,7,"Summer",327,30.9173611111111
"10052_MD19M0027_2021_02","MD19M0027","Mule Deer","M",2021,2,"Winter",333,27.9166666666667
"10053_MD19M0027_2021_07","MD19M0027","Mule Deer","M",2021,7,"Summer",350,30.9166666666667
"08664_MD19F0284_2020_02","MD19F0284","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"08665_MD19F0284_2020_07","MD19F0284","Mule Deer","F",2020,7,"Summer",344,30.9166666666667
"08666_MD19F0284_2021_02","MD19F0284","Mule Deer","F",2021,2,"Winter",334,27.9166666666667
"08667_MD19F0284_2021_07","MD19F0284","Mule Deer","F",2021,7,"Summer",372,30.9166666666667
"07791_MD19F0025_2019_02","MD19F0025","Mule Deer","F",2019,2,"Winter",311,27.9173611111111
"07792_MD19F0025_2019_07","MD19F0025","Mule Deer","F",2019,7,"Summer",370,30.9166666666667
"07793_MD19F0025_2020_02","MD19F0025","Mule Deer","F",2020,2,"Winter",334,28.9166666666667
"07794_MD19F0025_2020_07","MD19F0025","Mule Deer","F",2020,7,"Summer",344,30.8326388888889
"07795_MD19F0025_2021_02","MD19F0025","Mule Deer","F",2021,2,"Winter",2016,27.9861111111111
"07796_MD19F0025_2021_07","MD19F0025","Mule Deer","F",2021,7,"Summer",369,30.9173611111111
"10361_MD19M0151_2020_02","MD19M0151","Mule Deer","M",2020,2,"Winter",334,28.9166666666667
"10362_MD19M0151_2020_07","MD19M0151","Mule Deer","M",2020,7,"Summer",335,30.9166666666667
"10363_MD19M0151_2021_02","MD19M0151","Mule Deer","M",2021,2,"Winter",2012,27.9861111111111
"10364_MD19M0151_2021_07","MD19M0151","Mule Deer","M",2021,7,"Summer",363,30.9166666666667
"10303_MD19M0131_2020_02","MD19M0131","Mule Deer","M",2020,2,"Winter",346,28.9166666666667
"10304_MD19M0131_2020_07","MD19M0131","Mule Deer","M",2020,7,"Summer",346,30.9159722222222
"10305_MD19M0131_2021_02","MD19M0131","Mule Deer","M",2021,2,"Winter",332,27.9166666666667
"10306_MD19M0131_2021_07","MD19M0131","Mule Deer","M",2021,7,"Summer",366,30.9166666666667
"10367_MD19M0152_2020_02","MD19M0152","Mule Deer","M",2020,2,"Winter",347,28.9166666666667
"10368_MD19M0152_2020_07","MD19M0152","Mule Deer","M",2020,7,"Summer",342,30.9166666666667
"10369_MD19M0152_2021_02","MD19M0152","Mule Deer","M",2021,2,"Winter",1990,27.9861111111111
"10370_MD19M0152_2021_07","MD19M0152","Mule Deer","M",2021,7,"Summer",369,30.9159722222222
"10104_MD19M0048_2020_02","MD19M0048","Mule Deer","M",2020,2,"Winter",334,28.9166666666667
"10105_MD19M0048_2020_07","MD19M0048","Mule Deer","M",2020,7,"Summer",312,30.9166666666667
"10106_MD19M0048_2021_02","MD19M0048","Mule Deer","M",2021,2,"Winter",333,27.9173611111111
"10107_MD19M0048_2021_07","MD19M0048","Mule Deer","M",2021,7,"Summer",224,30.9166666666667
"08202_MD19F0155_2020_02","MD19F0155","Mule Deer","F",2020,2,"Winter",345,28.9166666666667
"08203_MD19F0155_2020_07","MD19F0155","Mule Deer","F",2020,7,"Summer",345,30.9166666666667
"08204_MD19F0155_2021_02","MD19F0155","Mule Deer","F",2021,2,"Winter",328,27.9166666666667
"08205_MD19F0155_2021_07","MD19F0155","Mule Deer","F",2021,7,"Summer",350,30.9166666666667
"08257_MD19F0168_2020_02","MD19F0168","Mule Deer","F",2020,2,"Winter",346,28.9166666666667
"08258_MD19F0168_2020_07","MD19F0168","Mule Deer","F",2020,7,"Summer",335,30.9166666666667
"08259_MD19F0168_2021_02","MD19F0168","Mule Deer","F",2021,2,"Winter",333,27.9166666666667
"08260_MD19F0168_2021_07","MD19F0168","Mule Deer","F",2021,7,"Summer",369,30.9166666666667
"10638_MD19U0013_2020_02","MD19U0013","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"10639_MD19U0013_2020_07","MD19U0013","Mule Deer","F",2020,7,"Summer",346,30.9166666666667
"10640_MD19U0013_2021_02","MD19U0013","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"10641_MD19U0013_2021_07","MD19U0013","Mule Deer","F",2021,7,"Summer",167,24.1673611111111
"09094_MD19F0412_2020_02","MD19F0412","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"09095_MD19F0412_2020_07","MD19F0412","Mule Deer","F",2020,7,"Summer",344,30.9166666666667
"09096_MD19F0412_2021_02","MD19F0412","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"09097_MD19F0412_2021_07","MD19F0412","Mule Deer","F",2021,7,"Summer",372,30.9166666666667
"09534_MD19F0544_2020_02","MD19F0544","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"09535_MD19F0544_2020_07","MD19F0544","Mule Deer","F",2020,7,"Summer",348,30.9166666666667
"09536_MD19F0544_2021_02","MD19F0544","Mule Deer","F",2021,2,"Winter",334,27.9166666666667
"09537_MD19F0544_2021_07","MD19F0544","Mule Deer","F",2021,7,"Summer",368,30.9166666666667
"09673_MD19F0575_2020_02","MD19F0575","Mule Deer","F",2020,2,"Winter",337,28.9166666666667
"09674_MD19F0575_2020_07","MD19F0575","Mule Deer","F",2020,7,"Summer",345,30.9166666666667
"09675_MD19F0575_2021_02","MD19F0575","Mule Deer","F",2021,2,"Winter",334,27.9166666666667
"09676_MD19F0575_2021_07","MD19F0575","Mule Deer","F",2021,7,"Summer",210,26.25
"10108_MD19M0051_2020_02","MD19M0051","Mule Deer","M",2020,2,"Winter",335,28.9166666666667
"10109_MD19M0051_2020_07","MD19M0051","Mule Deer","M",2020,7,"Summer",348,30.9166666666667
"10110_MD19M0051_2021_02","MD19M0051","Mule Deer","M",2021,2,"Winter",333,27.9166666666667
"10111_MD19M0051_2021_07","MD19M0051","Mule Deer","M",2021,7,"Summer",368,30.9166666666667
"09374_MD19F0498_2020_02","MD19F0498","Mule Deer","F",2020,2,"Winter",337,28.9166666666667
"09375_MD19F0498_2020_07","MD19F0498","Mule Deer","F",2020,7,"Summer",346,30.9166666666667
"09376_MD19F0498_2021_02","MD19F0498","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"09377_MD19F0498_2021_07","MD19F0498","Mule Deer","F",2021,7,"Summer",362,30.9166666666667
"08815_MD19F0328_2020_02","MD19F0328","Mule Deer","F",2020,2,"Winter",345,28.9166666666667
"08816_MD19F0328_2020_07","MD19F0328","Mule Deer","F",2020,7,"Summer",344,30.9166666666667
"08817_MD19F0328_2021_02","MD19F0328","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"08312_MD19F0181_2020_02","MD19F0181","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"08313_MD19F0181_2020_07","MD19F0181","Mule Deer","F",2020,7,"Summer",336,30.9166666666667
"08314_MD19F0181_2021_02","MD19F0181","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"08315_MD19F0181_2021_07","MD19F0181","Mule Deer","F",2021,7,"Summer",345,30.8333333333333
"09905_MD19F0641_2020_02","MD19F0641","Mule Deer","F",2020,2,"Winter",346,28.9159722222222
"09906_MD19F0641_2020_07","MD19F0641","Mule Deer","F",2020,7,"Summer",337,30.9166666666667
"09907_MD19F0641_2021_02","MD19F0641","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"09908_MD19F0641_2021_07","MD19F0641","Mule Deer","F",2021,7,"Summer",372,30.9166666666667
"09788_MD19F0612_2020_02","MD19F0612","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"09789_MD19F0612_2020_07","MD19F0612","Mule Deer","F",2020,7,"Summer",332,30.9173611111111
"09790_MD19F0612_2021_02","MD19F0612","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"09791_MD19F0612_2021_07","MD19F0612","Mule Deer","F",2021,7,"Summer",372,30.9166666666667
"10216_MD19M0095_2020_02","MD19M0095","Mule Deer","M",2020,2,"Winter",346,28.9166666666667
"10217_MD19M0095_2020_07","MD19M0095","Mule Deer","M",2020,7,"Summer",344,30.9166666666667
"10218_MD19M0095_2021_02","MD19M0095","Mule Deer","M",2021,2,"Winter",336,27.9166666666667
"10219_MD19M0095_2021_07","MD19M0095","Mule Deer","M",2021,7,"Summer",362,30.9166666666667
"08252_MD19F0167_2020_02","MD19F0167","Mule Deer","F",2020,2,"Winter",346,28.9166666666667
"08253_MD19F0167_2020_07","MD19F0167","Mule Deer","F",2020,7,"Summer",347,30.9166666666667
"08254_MD19F0167_2021_02","MD19F0167","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"08255_MD19F0167_2021_07","MD19F0167","Mule Deer","F",2021,7,"Summer",367,30.9166666666667
"07815_MD19F0030_2019_02","MD19F0030","Mule Deer","F",2019,2,"Winter",335,27.9166666666667
"07816_MD19F0030_2019_07","MD19F0030","Mule Deer","F",2019,7,"Summer",370,30.9166666666667
"07817_MD19F0030_2020_02","MD19F0030","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"07818_MD19F0030_2020_07","MD19F0030","Mule Deer","F",2020,7,"Summer",347,30.9166666666667
"07819_MD19F0030_2021_02","MD19F0030","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"07820_MD19F0030_2021_07","MD19F0030","Mule Deer","F",2021,7,"Summer",369,30.9166666666667
"08849_MD19F0339_2020_02","MD19F0339","Mule Deer","F",2020,2,"Winter",346,28.9166666666667
"08850_MD19F0339_2020_07","MD19F0339","Mule Deer","F",2020,7,"Summer",345,30.9166666666667
"08851_MD19F0339_2021_02","MD19F0339","Mule Deer","F",2021,2,"Winter",334,27.9166666666667
"08852_MD19F0339_2021_07","MD19F0339","Mule Deer","F",2021,7,"Summer",367,30.9166666666667
"08659_MD19F0283_2020_02","MD19F0283","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"08660_MD19F0283_2020_07","MD19F0283","Mule Deer","F",2020,7,"Summer",308,30.9166666666667
"08661_MD19F0283_2021_02","MD19F0283","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"08662_MD19F0283_2021_07","MD19F0283","Mule Deer","F",2021,7,"Summer",358,30.9166666666667
"08977_MD19F0376_2020_02","MD19F0376","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"08978_MD19F0376_2020_07","MD19F0376","Mule Deer","F",2020,7,"Summer",332,30.9166666666667
"08979_MD19F0376_2021_02","MD19F0376","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"08980_MD19F0376_2021_07","MD19F0376","Mule Deer","F",2021,7,"Summer",372,30.9166666666667
"08453_MD19F0227_2020_02","MD19F0227","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"08454_MD19F0227_2020_07","MD19F0227","Mule Deer","F",2020,7,"Summer",351,30.9166666666667
"08455_MD19F0227_2021_02","MD19F0227","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"08456_MD19F0227_2021_07","MD19F0227","Mule Deer","F",2021,7,"Summer",331,30.9166666666667
"09874_MD19F0634_2020_02","MD19F0634","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"09875_MD19F0634_2020_07","MD19F0634","Mule Deer","F",2020,7,"Summer",333,30.9166666666667
"09876_MD19F0634_2021_02","MD19F0634","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"09877_MD19F0634_2021_07","MD19F0634","Mule Deer","F",2021,7,"Summer",44,5
"09495_MD19F0536_2020_02","MD19F0536","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"09496_MD19F0536_2020_07","MD19F0536","Mule Deer","F",2020,7,"Summer",348,30.9166666666667
"09497_MD19F0536_2021_02","MD19F0536","Mule Deer","F",2021,2,"Winter",331,27.9166666666667
"09498_MD19F0536_2021_07","MD19F0536","Mule Deer","F",2021,7,"Summer",364,30.9166666666667
"09062_MD19F0401_2020_02","MD19F0401","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"09063_MD19F0401_2020_07","MD19F0401","Mule Deer","F",2020,7,"Summer",341,30.9166666666667
"09064_MD19F0401_2021_02","MD19F0401","Mule Deer","F",2021,2,"Winter",329,27.9166666666667
"09065_MD19F0401_2021_07","MD19F0401","Mule Deer","F",2021,7,"Summer",361,30.9166666666667
"08545_MD19F0256_2020_02","MD19F0256","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"08546_MD19F0256_2020_07","MD19F0256","Mule Deer","F",2020,7,"Summer",331,30.9166666666667
"08547_MD19F0256_2021_02","MD19F0256","Mule Deer","F",2021,2,"Winter",334,27.9166666666667
"08548_MD19F0256_2021_07","MD19F0256","Mule Deer","F",2021,7,"Summer",364,30.9173611111111
"08234_MD19F0163_2020_02","MD19F0163","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"08235_MD19F0163_2020_07","MD19F0163","Mule Deer","F",2020,7,"Summer",344,30.9159722222222
"08236_MD19F0163_2021_02","MD19F0163","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"08237_MD19F0163_2021_07","MD19F0163","Mule Deer","F",2021,7,"Summer",369,30.9166666666667
"08458_MD19F0228_2020_02","MD19F0228","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"08459_MD19F0228_2020_07","MD19F0228","Mule Deer","F",2020,7,"Summer",335,30.9166666666667
"08460_MD19F0228_2021_02","MD19F0228","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"08461_MD19F0228_2021_07","MD19F0228","Mule Deer","F",2021,7,"Summer",30,26.6666666666667
"10112_MD19M0052_2020_02","MD19M0052","Mule Deer","M",2020,2,"Winter",348,28.9166666666667
"10113_MD19M0052_2020_07","MD19M0052","Mule Deer","M",2020,7,"Summer",329,30.9159722222222
"10114_MD19M0052_2021_02","MD19M0052","Mule Deer","M",2021,2,"Winter",336,27.9166666666667
"10115_MD19M0052_2021_07","MD19M0052","Mule Deer","M",2021,7,"Summer",348,30.9173611111111
"08300_MD19F0178_2020_02","MD19F0178","Mule Deer","F",2020,2,"Winter",346,28.9166666666667
"08301_MD19F0178_2020_07","MD19F0178","Mule Deer","F",2020,7,"Summer",344,30.9166666666667
"08302_MD19F0178_2021_02","MD19F0178","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"08303_MD19F0178_2021_07","MD19F0178","Mule Deer","F",2021,7,"Summer",125,29.4993055555556
